,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
Asna1,896.305,1123.74,918.695,1049.53,1084.93,1106.68,964.22
Slk,5413.54,5751.76,5431.4,5445.9,6187.32,6136.14,6021.55
Mapkapk5,280.825,149.362,295.208,202.681,212.492,229.673,239.042
Fkbp7,1538.72,1577.03,1742.63,1743.03,2480.9,2314.93,2282.92
Trappc3,1743.32,2060.27,1725.31,1975.66,1430.67,1349.31,1082.53
Cacna1b,36.4696,30.1874,33.2618,36.3685,26.6949,18.5389,22.5796
Pgrmc1,382.432,243.954,441.198,288.545,568.269,655.791,746.843
Copb2,5798.95,5600.68,5661.02,5814.24,6199.84,5429.37,6141.57
Nck2,972.906,1045.21,871.155,951.69,783.973,721.205,685.469
Snca,310.358,508.341,371.962,282.267,437.447,630.707,33.9375
Pde6d,510.09,590.557,552.77,589.412,604.428,589.383,476.315
Tpmt,1571.85,1624.74,1301.51,1421.07,1368.44,1334.17,1264.31
Impact,495.191,505.044,541.205,516.84,560.438,558.133,770.362
Stk10,2011.55,1874.69,1791.14,1680.11,1726.33,1784.56,1278.7
Syngr2,21.9722,14.038,14.1957,12.7072,13.3537,15.1012,17.5017
Bloc1s1,109.443,123.881,114.546,129.343,134.657,117.466,127.61
Strn,2453.03,2736.98,2444.24,2574.4,2326.67,2299.23,2149.2
Nipsnap1,76.5895,85.9969,72.9752,80.602,40.678,40.4442,39.5013
Gbas,1214.41,1499.8,1462.27,1415.55,1660.62,1581.39,2223.21
Sap18,1434.22,1708.97,1505.29,1649.59,1410.76,1308.79,1390.81
7-Sep,4509.3,4967.56,4301.61,4625.61,4763.85,4706.26,4504.23
Eif6,1041.88,1371.67,1196.08,1302.44,803.314,801.751,837.245
Acot1,253.388,283.939,382.534,397.088,693.569,663.064,1783.49
Rpl35a,1777.23,1588.78,1818.51,1697.82,1609.21,1528.98,1564.2
Atp2a2,5102.6,1389.3,5824.01,2627.38,5192.06,5798.56,8914.71
Pja1,231.512,268.332,292.51,326.401,456.678,412.628,236.409
Cbx4,60.9492,60.8261,53.9059,59.7651,62.1579,60.7124,66.0858
Supt5h,3886.02,4537.35,4025.28,4481.48,3818.11,3736.66,3811.82
Ilk,3275.16,3579.87,3137.2,3517.96,2761.25,2821.49,3162.45
Chkb,866.22,1020.48,920.875,1058.8,739.346,724.933,841.571
Psmb5,2242.16,2648.72,2103.66,2681.39,2046.92,1971.67,1619.34
Rngtt,686.512,731.426,600.451,719.259,501.93,521.455,423.064
Aurkb,846.159,596.017,765.386,734.638,831.173,947.322,714.056
Dhx9,6790.64,6385.13,7466.84,6896.46,7237.58,7335.13,7832.11
Dpm1,464.901,282.518,586.616,393.844,662.435,717.904,991.475
Pip5k1c,297.69,299.967,298.313,329.225,254.738,243.079,192.471
Pip4k2a,244.22,226.97,264.109,244.174,240.206,245.047,283.937
Eif3d,4216.17,3125.15,4263.85,3772.65,4266.44,4429.27,5301.04
Birc5,437.833,458.089,396.277,401.636,326.865,332.28,232.414
Pdlim3,1574.66,1894.39,696.502,785.503,149.431,125.116,218.855
Znf143,140.657,168.708,144.595,171.139,155.982,166.453,140.653
Pgam2,1504.52,2089.02,1361.56,1718.95,2157.08,2036.63,1148.56
Eef1b,3512.09,3921.28,3312.97,3860.51,3520.25,3306.86,3212.58
Hmox2,1354.78,484.065,1336.96,647.749,1549.35,1725.74,1724.68
Sgce,13.3441,11.9935,9.76769,9.29039,9.70813,13.1713,12.2569
Ptp4a2,675.902,566.918,546.009,620.961,437.857,499.824,414.913
Dgcr14,348.738,388.389,337.473,346.061,407.084,410.585,324.738
Wnt2b,94.1969,82.751,90.4569,89.6979,57.1952,65.5155,81.2599
Grk6,93.3397,68.2679,102.477,81.3891,112.698,131.279,121.846
Itgb5,276.221,221.473,260.861,235.235,850.912,889.779,546.343
Nmt1,3527.15,2961.54,3592.78,3330.42,3546.44,3365.31,4209.7
Nmt2,1613.41,1300.11,2010.31,1841.58,1409.96,1396.38,1857.96
Epb41l2,7661.81,8564.86,9639.38,9963.78,9043.11,8807.47,8944.13
Gpx4,906.936,1035.48,850.516,1021.53,1113.55,1010.07,992.963
Grem1,70.0532,78.5913,92.7854,78.6625,433.509,519.252,594.593
Cript,49.2232,58.0373,64.8189,61.3041,45.8638,58.8129,73.7017
Rnaseh1,122.601,150.221,105.881,111.414,160.837,137.607,82.1462
Dxo,72.7967,70.2237,63.7313,64.8898,92.6746,82.4997,63.246
Xirp1,6562.26,8332.59,3599.87,4048.03,403.707,402.282,371.123
Cbfa2t2,29.2858,36.7705,31.9521,35.5349,33.3697,29.7579,29.9203
Emc8,1793.8,2288.66,1847.09,2203.84,1956.16,1925.63,1611.65
Pdlim1,4180.59,5013.4,3116.95,3599.68,1589.56,1498.74,1040.16
Tspan6,88.655,125.418,79.3651,100.965,154.852,140.186,61.1581
Vamp8,528.187,548.536,541.871,507.573,774.398,803.65,753.85
Ulk1,281.684,247.692,270.003,261.938,265.446,257.313,291.956
Fzd1,184.669,142.298,202.26,175.729,319.568,339.812,434.785
Gtf2h4,226.976,185.907,235.735,191.547,187.013,171.753,317.43
Fhl2,2827.86,3259,2758.42,3119.17,3442.84,3333.12,3049.33
Psma3,2973.03,3356.31,2986.01,3451.7,2725.42,2542.91,2387.51
Stx7,1548.28,1260.93,1646.47,1421.64,1421.47,1447.99,1753.32
Bard1,332.35,237.041,310.284,277.433,491.422,516.355,500.274
Sfn,2704.02,3338.66,2598.3,3635.39,2285.11,2294.3,2434.42
Mybpc3,134.47,124.823,139.658,146.614,166.402,118.756,88.5974
Tmem131,130.719,34.8354,149.322,61.5958,131.816,145.461,174.222
Ugdh,6688.87,7997.09,7240.58,8457.71,5324.4,5223.77,7061.8
Pknox1,55.0575,51.427,52.7995,54.0382,44.6479,50.5068,36.6227
Tnfaip1,415.626,476.362,383.255,421.081,327.445,313.934,248.21
Vamp4,106.547,98.6516,126.162,121.1,164.395,178.311,165.637
Ubr1,2666.69,2864.96,2572.12,2914.14,2657.91,2801.06,3416.45
Snx3,1186.44,1386.84,1285.89,1452,1235.07,1170.94,1031.97
Clcn7,692.58,656.979,579.254,560.55,594.752,605.027,828.124
Hsd17b12,1931.8,738.112,2112.53,1033.7,1667.05,1884.94,2483.87
Kdm6a,1010.57,735.153,723.552,872.944,845.239,791.592,776.742
Srpk1,904.94,846.129,834.273,845.736,731.398,686.698,655.572
Diaph2,944.373,386.834,1085.37,662.034,1269.31,1376.14,1635.57
Pdk4,361.237,388.52,423.573,395.257,985.513,1063.41,550.91
Smpd2,319.398,103.151,445.874,218.984,359.934,409.338,633.064
Cacng1,114.899,140.143,105.986,106.208,120.488,162.448,207.761
Slc25a17,1106.56,836.349,1102.28,1031,1115.78,1136.58,1958.57
Mid1,656.022,625.915,777.406,729.199,763.514,768.344,765.374
Dtnb,7.16887,4.63215,13.7457,10.3118,9.4274,10.1311,13.8857
Cask,2388.49,2079.92,2175.4,1946.7,2203.99,2222.81,1964.14
Pfdn2,1264.95,1551.76,1214.9,1545.67,1284.75,1123.33,1034.17
Rtn2,507.542,182.979,328.34,163.695,243.889,267.101,607.875
Col5a1,666.641,801.874,878.712,870.937,1503.2,1381.06,923.757
Cfdp1,1235.3,1370.52,1214.5,1337.62,1244.43,1096.94,900.267
Znf326,1039.64,1232.74,1291.52,1364.99,1022.77,1016.29,1350.18
Nid2,948.933,974.284,1092.79,1109.63,1208.01,1204.47,769.063
Wdr1,7494.29,8795.39,7822.12,8588.41,8138.14,8139.73,6874.52
Ikbkb,868.503,893.323,795.162,888.102,722.46,701.832,808.42
Baz1a,2396.11,998.731,2795.2,1601.66,1842.26,1983.27,3006.65
Grpel2,409.089,467.289,397.412,363.803,407.253,422.243,192.256
Avil,707.273,587.503,680.694,613.911,1266.18,1202.68,4806.61
Tulp3,788.172,815.927,589.113,550.21,988.769,1042.8,681.072
Mtx2,312.998,371.178,249.17,282.882,312.788,312.424,269.517
Capns1,1810.84,2117.13,1505.72,1846.81,1389.27,1332.59,1252.52
Znf106,48.2621,36.0725,42.6411,36.9595,36.9879,40.3103,44.196
Dync1i1,1713.12,2067.01,638.835,697.653,159.891,144.805,79.2724
Dync1i2,2258.38,2537.82,2502.95,2755.67,2378.36,2382.01,2613.16
Nsd1,1164.93,1073.63,1177.75,1126.62,1072.22,872.21,981.904
Plin4,514.21,559.513,440.04,505.103,780.73,728.434,430.053
Ap1g2,356.526,376.864,306.393,331.319,290.163,263.147,265.871
Dll3,179.184,190.946,139.242,162.674,165.59,142.727,140.659
Shoc2,1221.08,1195.3,1150.93,1228.19,1354.7,1289.27,1182.95
Ikbkg,1855.33,1649.12,1553.15,1699.04,1321.47,1142.15,1191.87
Ppt1,775.081,915.938,874.588,938.284,649.16,629.085,738.613
Zfr,1728.81,1123.08,1702.36,1316.2,1480.36,1658.79,2342.3
Cops3,2411.95,2466.99,2595.35,2616.85,2529.99,2567.34,2882.65
Cops4,1718.22,1981.99,1852.74,2004.86,1868.93,1803.33,1919.65
Cops6,1357.92,1862.07,1529.91,1637.23,1562.64,1656.3,1688
Parp2,19.5098,16.7957,22.8332,23.6672,17.8138,20.2279,30.9257
Men1,248.523,182.124,272.633,222.424,270.833,277.074,301.241
Hnrnpa2b1,4448.18,5064.06,4351.42,4703.92,5550.97,5167.29,4008.92
Hnrnpa2b1,45.0332,54.4275,37.5987,39.1984,65.8789,82.5276,34.1851
Lrp6,443.259,390.531,374.151,317.009,450.997,434.387,372.249
Sap30,154.821,138.055,161.037,149.409,195.7,191.976,176.577
Comt,890.117,772.281,966.578,791.548,894.172,920.144,876.915
Becn1,154.567,166.395,157.816,158.968,182.005,171.095,199.661
Parg,1203.05,1245.27,1194.64,1250.76,907.386,891.189,1218.74
Gosr1,928.187,864.378,944.355,1035.49,914.143,828.142,999.65
Pak1,3990.69,4186.01,4397.24,4685,4606.25,4532.24,2927.3
Brd7,787.263,884.654,864.447,906.338,856.104,877.85,822.132
Dgka,899.858,935.639,633.795,701.969,686.604,665.608,583.164
Psmc3,6169.46,6981.46,6247.84,6669.2,5430.23,5329.38,6002.18
Ugcg,712.682,615.075,486.557,463.272,306.614,291.442,244.084
Clpp,702.197,793.165,730.362,780.761,778.365,742.486,1207.64
Orc4,679.005,637.522,711.859,696.812,539.782,478.798,577.098
Ctbp1,1357.24,1550.72,1402.88,1516.62,1411.61,1340.82,1350.12
Hsd17b7,70.1576,52.2985,67.5764,50.7754,68.1506,84.3384,43.1071
Tom1,1110,1563.56,1026.2,1070.33,1130.48,1054.09,1292.95
F5,27.3732,37.8237,21.829,21.0697,23.8382,31.0931,13.972
F11r,144.7,119.944,171.114,191.703,42.276,39.5808,105.427
Rpp30,937.035,885.282,807.568,941.668,921.382,908.15,1281.55
Stam2,1332.7,1561.31,1393.67,1560.29,1301.01,1351.61,1223.73
Jtb,11.5424,12.5451,10.9969,12.881,10.8065,10.8121,12.2402
St3gal5,48.013,26.8835,32.2694,26.3954,56.2016,61.1454,31.0945
Spsb2,57.1005,71.8689,31.7967,37.3637,66.7854,51.7996,79.0284
Adam15,65.6494,46.8364,61.7593,47.6023,47.5553,47.4373,43.5885
Fgd3,1649.05,1789.81,1689.67,1796.35,1683.28,1540.57,1371.94
Idh1,2259.88,2631.56,2517.17,2889.55,2429.05,2257.71,2121.1
Akap10,535.945,529.017,496.801,528.107,519.67,482.042,531.351
Arl6,305.342,324.841,233.537,283.412,369.243,356.818,233.23
Rbbp9,536.919,612.133,560.91,615.627,614.608,603.211,865.789
Tspyl1,150.422,143.695,181.264,194.535,171.537,165.197,160.826
Tpst2,140.466,137.894,197.424,186.941,190.547,190.986,253.115
Ccnk,862.825,861.993,893.735,933.696,774.479,680.784,779.379
Zfand5,629.839,596.48,712.43,653.586,638.865,672.498,617.253
Apaf1,1800.07,1703.74,1750.94,1798.47,1229.01,1099.31,1352.62
Serf1,186.748,141.595,247.024,192.303,173.893,175.68,214.939
Hdac3,498.962,598.166,592.438,613.642,696.579,679.424,566.904
Tp63,187.578,187.727,169.428,162.69,126.155,97.5012,115.781
Pias1,58.8306,47.7797,41.7132,50.4904,52.0605,49.1487,51.0915
Syn1,497.243,580.867,555.416,639.724,523.101,524.889,552.621
Zbtb7a,599.488,778.361,756.312,766.076,825.529,872.622,882.747
Lin7c,1214.55,1294.25,1064.15,1132.76,1212.61,1167.83,954.599
Gnpda1,823.422,896.157,785.15,785.291,775.397,704.125,637.339
Yme1l1,2710.54,2321.6,3088.73,2349.61,2653.91,2753.21,3323.23
Setdb1,1071.4,1158.61,1052.12,1090.22,948.654,935.83,945.267
Stx8,1099.87,1067.33,1067.54,1067.97,1053.25,1038.47,1134.8
Gcat,162.008,184.413,169.291,164.106,187.574,180.696,175.97
Actn3,9256.29,9986.99,7207.22,8284.39,5302.68,4744.51,4374.81
Olfm1,43.752,48.8574,57.9157,56.4375,31.7879,33.7117,34.4601
Cpd,5240.36,5687.95,5406.69,5872.32,4025.96,4059.01,2813.23
Abcd4,743.028,390.329,682.804,444.1,663.206,697.704,717.915
Lgmn,723.804,835.826,952.454,1063.11,1058.25,974.715,887.874
Tpp1,285.566,352.707,320.326,377.058,319.465,276.387,320.099
Robo1,582.319,569.172,421.365,463.161,292.384,259.875,171.714
Sh3pxd2a,1005.94,962.435,1009.38,865.582,1131.94,1279.69,1112.25
Mkln1,1021.8,1195.63,965.594,1013.54,1007.6,987.026,932.492
Itm2b,934.089,871.831,765.322,787.422,729.37,739.484,804.501
Cope,1530.1,1951.95,1485.09,1872.85,1979.09,1896.9,1552.16
Rbm3,736.668,991.382,851.266,943.889,1030.15,1162.81,901.923
Kcnn4,659.604,473.307,725.895,539.237,607.805,637.79,832.434
Casp8,1794.09,2245.12,1887.57,2211.34,2134.54,2106.78,1747.95
Lancl1,492.515,543.977,444.589,513.517,580.662,568.919,551.484
Vti1a,1333.07,1245.94,1304.51,1311.28,1628.84,1600.24,1285.73
Mt-Cyb,143.685,127.619,173.049,148.529,147.703,161.767,215.965
Dhfr,1736.28,2110.31,1863.47,2127.59,3071.52,2834.9,2046.32
Mtco1,302.855,337.764,344.905,320.507,331.936,346.819,598.574
Mtco2,784.597,708.478,895.767,696.279,573.139,564.144,1555.63
Hprt1,2100.96,2482.69,2085.1,2292.85,2503.63,2588.87,1922.49
Abl1,848.419,583.97,801.892,727.631,683.091,712.193,820.609
,1104.81,960.962,824.332,686.408,789.897,670.149,574.721
,444.993,433.41,403.465,449.927,304.07,373.81,532.991
Mtatp6,527.819,510.825,698.456,469.045,624.284,647.818,614.613
Odc1,634.808,759.243,438.834,512.013,360.142,334.183,287.668
Ca2,918.989,940.491,956.597,1097.25,691.953,768.973,1259.62
C3,322.638,335.059,296.286,306.607,158.691,168.653,219.227
C4b,550.099,657.308,426.221,431.711,266.439,241.97,212.721
CSTA,1571.38,522.81,1561.91,1376.93,725.896,904.554,937.938
B2m,202.834,272.061,221.308,227.324,228.788,270.389,233.629
Hba,1117.53,788.217,791.188,865.396,656.608,688.257,252.129
H3f3c,8315.6,4157.64,9336.57,5967.94,9617.8,11164.6,10724.7
Col4a1,830.44,868.677,913.362,990.892,704.202,676.79,487.453
Lamb1,9026.87,9820.38,9851,10238.9,6429.43,6078.19,7107.93
KRT14,4028.03,2881.32,5223.69,5987.66,3162.87,3031.2,3341.42
KRT6A,71.0682,61.2217,139.809,122.589,65.3164,42.3529,124.664
CSN1S1,216.359,87.6827,426.469,174.228,103.892,84.3986,87.1184
CSN1S2,53.6571,38.1933,140.622,40.8217,34.727,28.5536,34.4433
CSN2,279.476,235.165,891.486,301.374,237.244,191.523,179.635
LGB,68.0066,22.0135,161.066,50.4892,34.8887,32.079,27.9341
ALB,1481.25,1316.48,1568.19,1611.09,1474.36,1224.27,1449.7
ALB,9139.56,14400.4,14717.7,11967.2,6876.83,7938.22,5923.81
Mt2,294.646,391.255,422.383,455.885,549.988,609.796,595.242
Mt1,58.3056,86.0754,79.1128,98.2795,131.607,123.855,109.721
Mtnd1,178.628,165.919,216.432,164.091,138.01,150.863,267.435
Mtnd3,10.3541,10.6086,14.2406,13.1618,6.80946,6.57163,24.894
Mtnd4l,120.551,112.036,185.923,121.782,108.91,102.916,226.817
Mtnd4,257.229,270.454,330.905,251.338,292.513,298.601,463.913
Mtatp8,189.144,179.893,283.366,174.033,283.792,401.837,295.546
Ada,502.136,427.938,565.124,445.855,443.287,456.367,504.833
Iap,189.366,87.7991,219.033,141.609,115.397,136.037,204.074
Gfap,177.697,226.117,195.553,236.013,199.901,200.077,155.172
Prl2c2,232.32,260.622,1184.14,1200.61,282.652,248.75,1866.19
Fabp4,461.227,452.936,378.206,429.205,448.168,127.306,31.4531
Tk1,1130.29,1113.81,1183.08,1294.74,1596.97,1639.87,1248.67
Tgfb1,83.8309,84.271,109.067,116.198,188.571,179.45,151.637
H2-K1,243.799,101.805,278.798,158.023,321.972,357.233,445.177
Mb,3533.01,3696.23,1328.18,1211.97,185.408,136.649,257.701
KRT6B,1329.46,1053.28,2713.96,1817.42,1152.06,1197.18,2550.65
KRT1,12331.6,8632.4,16140.4,20690,10854.7,9991.23,9076.74
Araf,808.236,727.873,850.089,811.623,1065.09,1087.84,1115.89
Slc4a1,92.7904,92.6936,51.3555,54.2179,67.7384,84.5193,11.2804
Prnp,85.6891,61.5658,74.2724,59.8804,74.2765,92.9535,138.966
Aldoa,6040.03,7155.89,4978.76,5555.9,5016.44,5172.55,4405.55
ARG1,390.869,246.295,617.041,574.651,250.051,311.737,357.968
S100A8,373.291,278.127,448.163,584.117,619.51,420.471,407.456
Prkaca,1445.48,1272.57,1630.46,1425.76,2014.67,2050.39,2023.45
Got1,4217.54,4787.27,4011.38,4340.28,3864.85,3707.58,3379.61
Got2,2669.38,3222.63,2981.63,3003.02,3529.11,3427.72,3661.05
Src,1288,1417.04,1149.97,1342.08,676.114,659.377,683.089
Xlr,680.36,724.066,849.586,907.708,1161.72,1158.23,655.186
Myl1,2688.29,2747.69,1115.76,1194.95,187.247,195.377,240.535
Ldha,6769.13,7523.42,4985.59,6979.03,7171.28,7430.74,5997.93
Nr3c1,679.447,490.16,828.066,626.485,1956.2,2058.99,1298.48
S100A9,629.716,462.249,741.429,1015.74,955.996,731.328,627.773
Gpi,4562.05,4947.92,4237.46,4322.78,5289.77,5673.02,5032.23
Abcb1b,1106.89,886.77,1268.59,1215.2,2117.42,2125.53,1625.71
Ctsl,1225.98,1336.01,1875.87,1888.52,899.591,954.054,967.906
Me1,1822.74,2156.6,1753.29,2020.21,1458.83,1407.98,1462.77
Enpp1,126.562,128.562,215.299,236.31,1590.1,1703.22,1069.51
Gap43,1177.63,1113.42,2033.6,2424.69,48.2664,27.2179,38.4983
Plau,1836.8,2211.16,1847.25,1912.87,613.272,651.636,928.192
S100a4,1179.75,1461.26,1706.25,2392.69,2439.6,2415.12,1839.79
Csf1,161.205,153.567,213.636,189.133,249.558,256.3,446.866
Sparc,1962.04,1913.26,2079.47,2165.32,1618.46,1468.03,1381.32
Ckm,1606.76,2010.6,1135.94,1210.91,291.76,314.453,344.037
CTSD,1459.49,1303.87,1967.02,2119.46,1143.86,1233.49,1642.98
Anxa2,3755.67,3338.5,3320.15,3532.8,3063.36,2940.65,2742.52
Tyms,2040.08,2096.22,2533.26,2877.58,2112.94,1936.86,1931.26
Rrm1,2996.38,3453.48,3625.55,4008.08,3120.19,3043.89,2237.95
Hsp90aa1,20474.2,24729.4,20409.1,24166.5,17397.5,17155.4,16554.9
Ercc1,29.5861,36.3062,31.1814,26.1508,29.1029,29.4042,28.917
Pdia4,7807.41,7838.5,6325.71,6096.33,10732,10627.2,6839.03
Aprt,2653.73,2937.97,2668.92,2900.18,2751.12,2572.01,3067.7
Cbr2,153.616,156.977,174.843,153.299,565.377,606.339,391.229
Hsp90b1,15308.7,15942.6,15651.2,16150.4,16427,15900.7,12536.9
Col3a1,2667.72,2708.97,2936.9,3046.64,5624.75,5350.22,3196.72
Col4a2,867.267,971.299,998.927,963.522,599.116,682.955,537.547
S100a10,1053.11,1569.75,1088.99,1704.21,952.235,978.204,776.152
Sod1,2456.74,2597.84,2312.13,2430.53,2822.62,2724.71,1864.31
Mdh2,6140.35,7180.73,6817.33,6511.49,6231.06,5988.64,8233.01
Nefl,3556.85,4601.35,5783.43,7182.3,2039.53,1907.84,1547.04
Nefm,8530.8,10320.6,8643.43,10007,1018.31,1020.7,712.39
Nras,318.506,284.714,280.128,271.642,253.414,258.723,262.69
Gnai2,2372.35,2196.71,1974.61,2008.25,2476.07,2405.17,1998.77
Polr2a,5216.09,4718.59,5530.01,5341.43,5493.62,5548.22,5148.86
KRT16,1814.08,1478.68,3928.18,3072.64,1491.95,1507.62,2969.95
Ltk,76.0133,45.4745,70.8083,52.2582,107.114,114.325,101.768
Itgb1,6073,5074.62,5435.9,4488.83,4677.33,5241.81,4622.27
P4hb,9134.02,9983,9507.48,10125.1,12709.2,11564.5,8624.26
Ncl,11767.4,13302.1,12407.2,13350.1,13469.2,13163.1,13943.8
Pgk1,15191.1,17091.1,13199.8,15253.8,18618,18205.8,10907
Junb,182.221,195.117,186.199,199.103,302.862,315.445,460.948
Fth1,1026.67,1545.8,1138.17,1250.49,764.638,709.655,619.558
Myl4,33.1206,36.9026,9.19025,18.243,13.0336,13.7358,8.9771
Hmgn2,465.998,215.383,584.333,363.592,715.084,713.539,477.097
Sod2,1267.6,1488.25,1471.58,1408.2,1497.53,1432.37,1736.49
Surf1,70.3029,78.0805,99.1999,82.1552,84.6178,82.8105,110.076
Surf2,742.575,790.311,823.173,787.412,664.071,721.512,1611.88
Chmp6,347.389,325.373,332.601,348.169,461.661,429.856,352.163
H2afz,1679.75,1424.81,1919.99,1633.81,2182.78,2354.24,2110.75
Psmg4,242.443,439.039,272.517,278.608,361.949,480.929,376.713
Jmjd7,59.9722,74.4491,59.1207,68.8656,51.195,49.7879,52.4861
Chtf8,142.736,190.991,159.671,162.497,119.979,146.207,111.939
Znf703,169.072,210.841,191.687,207.539,197.23,226.501,179.912
Ly6c1,581.508,608.926,235.83,260.314,164.261,168.157,34.6022
Myod1,34.7967,44.9795,35.2975,27.9055,14.8838,17.0497,26.9904
Anxa1,7777.83,9983.24,7371.71,9221.12,11357.4,11188.9,5153.84
Eef1a1,15208.4,16508.9,15486,18230.5,15444.7,16983.3,17972.4
,1580.21,1539.66,1760.03,1723.7,1987.13,2029.92,2060.17
Nid1,1759.47,1975.37,2556.62,2782.18,852.081,898.185,1464.11
Alad,678.283,772.066,712.855,763.617,647.252,670.849,444.318
Ctsb,1200.32,1336.72,1548.41,1648.44,1164.48,1181.97,1754.38
Eif4a2,3805.01,4141.04,3757.89,4072.77,3247.8,3301.8,3635.12
Txn,3262.95,3956.43,3620.42,3980.86,2943.28,2861.02,2129.7
Gstm1,1317.21,1356.02,1229.05,1369.51,1653.55,1478.34,1715.71
Tcea1,2227.75,2296.55,2409.57,2420.45,2433.99,2320.83,2224.18
Zfp11,55.7648,81.7119,66.3762,66.0706,95.2582,84.7415,66.2161
Rras,1276.54,1002.97,898.65,953.513,559.632,548.276,544.064
Slc3a2,2658.37,2728.45,2524.67,2845.56,3474.91,3293.72,4046.29
Hist1h2bm,9387.94,11653.5,11249,12915.8,12486.7,12988.7,9330.19
H1f0,747.371,232.515,999.073,517.483,1032.33,1087.33,1311.75
Spp1,480.617,426.681,1410.18,1423.56,1111.13,1144.89,1378.74
Sub1,421.166,474.356,511.927,470.594,424.6,407.204,508.618
Col1a1,583.825,649.078,811.86,936.143,966.99,920.636,1184.7
Rrm2,4051.54,4453.23,3731.63,3804.56,2898.59,2709.52,3562.64
Fn1,19722.9,20637.2,12932.2,16191.4,7053.7,7534.72,7228.42
Gpx1,303.771,331.832,307.55,366.161,543.658,513.91,315.49
Fabp3,801.027,965.276,231.356,229.872,69.6887,63.1215,112.552
Lamp1,2189.71,2130.67,2060.29,1945.09,2016.61,1927.1,2122.36
Cdk1,5326.34,5239.01,5887.78,6203.25,5060.02,5330.51,4558.22
Hsp90ab1,13556.8,14447.6,12613.9,14055.4,12682.6,12261.7,10757.7
Itga5,3498.97,3883.26,2871.69,2861.26,2870.52,2982.86,2132.16
Otc,126.834,139.634,123.602,131.56,135.978,63.1904,85.149
Gas2,142.539,169.038,112.753,131.413,404.401,396.004,170.018
Itpr1,1540.07,438.806,1757.06,819.412,1761.08,1974.9,2102.97
Nudt19,170.823,182.128,186.897,184.797,166.741,166.62,246.313
Tcp1,8537.72,9975.29,8360,9266.65,7791.04,7452.9,8006.69
App,1444.06,1398.01,1311.1,1222.41,1227.69,1284.41,966.6
Timp1,621.592,681.964,742.394,759.471,350.651,381.945,387.12
Gusb,601.629,562.789,1129.64,1126.03,825.424,793.541,593.175
Pfkl,2853.91,2989.62,2642.28,2754.53,2954.9,2890.49,2702.59
Serpinb2,767.376,858.724,794.32,943.507,1462.5,1436.67,1202.24
Rapsn,100.051,87.127,94.2502,93.5504,73.25,78.9351,136.652
AHSG,2516.68,3519.8,3638.91,2705.83,1727.11,1902.51,1435.01
Cox5a,1638.88,898.6,1162.77,1583.89,1063.26,1206.23,1524.41
Pdcd6,1149.73,1344.01,1375.57,1485.82,1336.35,1384.26,1285.37
Rpl7a,3008.23,2668.67,3056.09,3073.91,2800.73,2790.05,2677.04
Scd2,415.223,127.611,492.315,206.475,478.472,509.131,278.662
Gsn,3490.34,3994.21,3121.53,3264.58,4093.52,3941,4236.32
Rb1,740.258,572.249,796.676,693.72,561.285,529.873,652.664
Tnni2,382.766,404.253,143.493,145.479,37.0876,43.6573,66.5593
Umps,3626.1,4443.09,3404.09,3879.62,4638.41,4743.54,3755.62
Scd1,357.875,219.995,335.986,269.302,350.559,345.73,231.918
Myh3,12348.1,9052.11,3237.17,2722.2,503.514,1356.42,511.726
Ncam1,5958.26,6121.32,4665.83,4574.31,3337.54,3623.77,5259.77
Ncam1,391.67,314.292,346.117,310.693,236.9,255.25,437.522
KRT10,11590.7,7936.18,12310,13893.5,7005.49,8998.33,6179.5
KRT13,3022.14,359.992,2747.07,1360.37,312.708,301.636,348.298
KRT5,3299.25,2629.78,4586.82,5643.48,2830.78,2729.5,2861.71
Msh3,179.161,100.675,212.438,150.554,203.162,251.799,238.092
Gsta1,1131.23,908.168,1296.59,1275.89,740.83,690.186,2189.03
Slc4a2,77.9559,50.8988,70.9419,56.7227,61.8915,64.9067,65.0838
Dnmt1,6290.93,2159.72,7724.13,4066.51,7722.72,8537.4,9477.51
S100a6,3182.22,4288,3573.31,4353.18,4471.67,4338.63,3260.34
Atp1b1,563.555,500.606,680.192,649.33,274.265,286.122,386.845
Rpl27a,2021.34,2209.09,2156.35,2166.42,1992.57,1872.9,1785.3
Rps16,3343.23,2582.49,3574.29,3202.51,3335.72,3035.13,3135.61
Rpl7,8521.82,4020.23,8727.56,7536,8929.99,9369.68,9027.38
Mdh1,2704.23,2772.13,2481.49,2950.62,3186.17,3130.44,2980.41
Rpsa,4174.13,4401.97,3926.13,4397.32,3656.85,3864.78,3175.14
Calr,9133.21,9142.83,10035.2,9688.04,10283.6,10126.3,8294.93
H2-D1,818.232,377.472,980.827,601.378,1270.73,1306.91,1437.14
Srp54,4097.91,3958.89,3589.34,4130,3599.91,3803.09,3936.08
Hspb1,9692.42,11358.1,6320.17,7475.51,1016.27,954.988,1255.38
Psmd3,4976.73,3565.56,5551.4,4251.31,5028.24,5032.74,5874.16
Lmnb1,6221.1,7256.37,6844.96,7457.55,7029.48,6837.01,3004.29
Anxa6,18470.8,22588.7,16324.1,18388,11085.5,10970.8,8256.64
Rplp0,6633.59,7423.59,5817.42,7500.76,5239.72,5143.46,5478.08
